"PMID","DOI","First_Author","Year","Title","Journal","Journal_Abbrev","Publication_Type","Domain_Group","Priority_Translational_Evidence","Priority_Use_Case"
"40439780","10.1007/s11934-025-01277-1","Thompson RAM","2025","Artificial Intelligence Use in Medical Education: Best Practices and Future Directions.","Current urology reports","Curr Urol Rep","Journal Article; Review","Broad Reviews","No",""
"39227277","10.1016/j.beem.2024.101923","Tudos Z","2025","The current and upcoming era of radiomics in phaeochromocytoma and paraganglioma.","Best practice & research. Clinical endocrinology & metabolism","Best Pract Res Clin Endocrinol Metab","Journal Article; Research Support, Non-U.S. Gov't; Review","Broad Reviews","No",""
"40429314","10.3390/jcm14103318","Urso L","2025","The Role of Radiomics and Artificial Intelligence Applied to Staging PSMA PET in Assessing Prostate Cancer Aggressiveness.","Journal of clinical medicine","J Clin Med","Journal Article; Review","Broad Reviews","No",""
"40243377","10.1111/iju.70075","Utsumi T","2025","Development, Validation, and Clinical Utility of a Nomogram for Urological Tumors: How to Build the Best Predictive Model.","International journal of urology : official journal of the Japanese Urological Association","Int J Urol","Journal Article; Review","Broad Reviews","No",""
"40114646","10.1097/MOU.0000000000001278","Verma R","2025","Ethical aspects of artificial intelligence: what urologists need to know.","Current opinion in urology","Curr Opin Urol","Journal Article; Review","Broad Reviews","No",""
"39776281","10.1007/s11701-024-02205-0","Wah JNK","2025","Revolutionizing surgery: AI and robotics for precision, risk reduction, and innovation.","Journal of robotic surgery","J Robot Surg","Journal Article; Systematic Review","Broad Reviews","No",""
"40643724","10.1007/s11934-025-01283-3","Wang VL","2025","Current Applications and Limitations of Augmented Reality in Urological Surgery: A Practical Primer and 'State of the Field'.","Current urology reports","Curr Urol Rep","Journal Article; Review","Broad Reviews","No",""
"40914722","10.1016/j.acra.2025.08.035","Wang Z","2025","AI-driven and Traditional Radiomic Model for Predicting Muscle Invasion in Bladder Cancer via Multi-parametric Imaging: A Systematic Review and Meta-analysis.","Academic radiology","Acad Radiol","Journal Article; Meta-Analysis; Systematic Review","Broad Reviews","No",""
"40402304","10.1007/s00120-025-02619-0","Willaschek T","2025","[Taking digital healthcare to the next level: what practices and clinics need for digitalization!].","Urologie (Heidelberg, Germany)","Urologie","English Abstract; Journal Article; Review","Broad Reviews","No",""
"41158862","10.3389/fonc.2025.1614891","Wu Y","2025","Advances in imaging and artificial intelligence for precision diagnosis and biopsy guidance in prostate cancer.","Frontiers in oncology","Front Oncol","Journal Article; Review","Broad Reviews","No",""
"40221553","10.1245/s10434-025-17228-6","Yang X","2025","Recent Advances in Artificial Intelligence for Precision Diagnosis and Treatment of Bladder Cancer: A Review.","Annals of surgical oncology","Ann Surg Oncol","Journal Article; Review","Broad Reviews","No",""
"40645505","10.1016/j.radonc.2025.111039","Zamboglou C","2025","oDigital pathology biomarkers for guiding radiotherapy-based treatment concepts in prostate cancer - a systematic review and expert consensus.","Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology","Radiother Oncol","Consensus Statement; Journal Article; Research Support, Non-U.S. Gov't; Systematic Review","Broad Reviews","No",""
"40620716","10.3389/fonc.2025.1577794","Zheng Y","2025","Application of radiomics-based prediction model to predict preoperative lymph node metastasis in prostate cancer: a systematic review and meta-analysis.","Frontiers in oncology","Front Oncol","Journal Article; Systematic Review","Broad Reviews","No",""
"39505734","10.1007/s00330-024-11160-1","Zhong J","2025","Node-RADS: a systematic review and meta-analysis of diagnostic performance, category-wise malignancy rates, and inter-observer reliability.","European radiology","Eur Radiol","Journal Article; Meta-Analysis; Systematic Review","Broad Reviews","No",""
"40371421","10.5173/ceju.2024.0064","Zwolski M","2025","Review of different convolutional neural networks used in segmentation of prostate during fusion biopsy.","Central European journal of urology","Cent European J Urol","Journal Article; Review","Broad Reviews","No",""
"39734143","10.1016/j.jpurol.2024.12.005","Abbas TO","2025","International consensus on research priorities in hypospadias using a Delphi study approach.","Journal of pediatric urology","J Pediatr Urol","Journal Article","Governance","No",""
"41339469","10.1038/s41746-025-02193-x","Akatsuka J","2025","Clinically informed intermediate reasoning enables generalizable prostate cancer prognostication through machine learning in limited settings.","NPJ digital medicine","NPJ Digit Med","Journal Article","Governance","No",""
"39258420","10.1002/lary.31756","Alapati R","2025","Assessing the Reporting Quality of Machine Learning Algorithms in Head and Neck Oncology.","The Laryngoscope","Laryngoscope","Journal Article","Governance","No",""
"39343658","10.1016/j.urolonc.2024.09.004","Altintas E","2025","Navigating the gray zone: Machine learning can differentiate malignancy in PI-RADS 3 lesions.","Urologic oncology","Urol Oncol","Journal Article","Governance","No",""
"40090974","10.1186/s43046-025-00265-3","Arafa MA","2025","Prediction of prostate biopsy outcomes at different cut-offs of prostate-specific antigen using machine learning: a multicenter study.","Journal of the Egyptian National Cancer Institute","J Egypt Natl Canc Inst","Journal Article; Multicenter Study","Governance","No",""
"39747744","10.1186/s13244-024-01884-5","Arita Y","2025","Multiparametric MRI and artificial intelligence in predicting and monitoring treatment response in bladder cancer.","Insights into imaging","Insights Imaging","Journal Article","Governance","No",""
"40263578","10.1038/s41443-025-01056-z","Bahceci T","2025","Comparative analysis of the effectiveness of microsoft copilot artificial intelligence chatbot and google search in answering patient inquiries about infertility: evaluating readability, understandability, and actionability.","International journal of impotence research","Int J Impot Res","Comparative Study; Journal Article","Governance","No",""
"40281621","10.1186/s12909-025-07202-x","Basaranoglu M","2025","AI-generated questions for urological competency assessment: a prospective educational study.","BMC medical education","BMC Med Educ","Journal Article","Governance","No",""
"40841657","10.1186/s12894-025-01911-7","Basaranoglu M","2025","Artificial intelligence-based prediction of treatment failure and medication non-adherence in overactive bladder management.","BMC urology","BMC Urol","Journal Article","Governance","No",""
"41074935","10.1007/s00345-025-05990-x","Basaranoglu M","2025","From digital assistants to clinical partners: revolutionizing pediatric urology through large language model-powered decision support and patient education.","World journal of urology","World J Urol","Journal Article","Governance","No",""
"40221284","10.1016/j.acra.2025.03.039","Belue MJ","2025","External Validation of an Artificial Intelligence Algorithm Using Biparametric MRI and Its Simulated Integration with Conventional PI-RADS for Prostate Cancer Detection.","Academic radiology","Acad Radiol","Journal Article; Validation Study","Governance","No",""
"40841818","10.1038/s41598-025-16362-1","Bergero MA","2025","Artificial intelligence model for predicting early biochemical recurrence of prostate cancer after robotic-assisted radical prostatectomy.","Scientific reports","Sci Rep","Journal Article","Governance","No",""
"40532198","10.2196/69095","Bisset B","2025","Applications and Outcomes of Telehealth and Integrated Care in Men's Health Urology.","Journal of medical Internet research","J Med Internet Res","Journal Article","Governance","No",""
"39983011","10.1158/1078-0432.CCR-24-3656","Bjartell A","2025","Validation of a Digital Pathology-Based Multimodal Artificial Intelligence Biomarker in a Prospective, Real-World Prostate Cancer Cohort Treated with Prostatectomy.","Clinical cancer research : an official journal of the American Association for Cancer Research","Clin Cancer Res","Journal Article","Governance","No",""
"41382062","10.1186/s12885-025-15363-7","Blondeau A","2025","Sarcopenia measured by artificial intelligence as a predictor of overall survival in localized bladder cancer, a multicenter study.","BMC cancer","BMC Cancer","Journal Article; Multicenter Study","Governance","No",""
"40747475","10.1080/20905998.2024.2381972","Boeri L","2025","Idiopathic male infertility - what are we missing?","Arab journal of urology","Arab J Urol","Journal Article","Governance","No",""
"41221432","10.1002/bco2.70108","Browning L","2025","Exploring patient and clinician opinions, perspectives and acceptance of the use of artificial intelligence in the histological diagnosis of prostate cancer.","BJUI compass","BJUI Compass","Journal Article","Governance","No",""
"40493367","10.1001/jamanetworkopen.2025.14452","Busch F","2025","Multinational Attitudes Toward AI in Health Care and Diagnostics Among Hospital Patients.","JAMA network open","JAMA Netw Open","Journal Article; Research Support, Non-U.S. Gov't","Governance","No",""
"41440224","10.3390/curroncol32120696","Cano I","2025","Readability Optimization of Layperson Summaries in Urological Oncology Clinical Trials: Outcomes from the BRIDGE-AI 8 Study.","Current oncology (Toronto, Ont.)","Curr Oncol","Journal Article","Governance","No",""
"40771241","10.3389/fpubh.2025.1605908","Cao H","2025","Battle of the artificial intelligence: a comprehensive comparative analysis of DeepSeek and ChatGPT for urinary incontinence-related questions.","Frontiers in public health","Front Public Health","Comparative Study; Journal Article","Governance","No",""
"40162930","10.4103/ijpm.ijpm_339_24","Caputo A","2025","Computer-assisted diagnosis to improve diagnostic pathology: A review.","Indian journal of pathology & microbiology","Indian J Pathol Microbiol","Journal Article; Review","Governance","No",""
"39967059","10.1111/bju.16676","Carl N","2025","Evaluating interactions of patients with large language models for medical information.","BJU international","BJU Int","Journal Article","Governance","No",""
"40810905","10.1007/s00345-025-05872-2","Carl N","2025","Patient insights into empathy, compassion and self-disclosure in medical large language models: results from the IPALLM III study.","World journal of urology","World J Urol","Journal Article","Governance","No",""
"40232163","10.23736/S2724-6051.25.06133-6","Cei F","2025","Awareness and use of generative AI-powered tools: results of one-year follow-up prospective cross-sectional global survey.","Minerva urology and nephrology","Minerva Urol Nephrol","Journal Article","Governance","No",""
"39509034","10.1007/s11255-024-04270-8","Chen CC","2025","Artificial intelligence algorithms enhance urine cytology reporting confidence in postoperative follow-up for upper urinary tract urothelial carcinoma.","International urology and nephrology","Int Urol Nephrol","Journal Article","Governance","No",""
"40421957","10.1093/oncolo/oyaf112","Chen D","2025","Concordance with SPIRIT-AI guidelines in reporting of randomized controlled trial protocols investigating artificial intelligence in oncology: a systematic review.","The oncologist","Oncologist","Journal Article; Systematic Review","Governance","No",""
"40923022","10.1136/bmjonc-2025-000733","Chen D","2025","Concordance with CONSORT-AI guidelines in reporting of randomised controlled trials investigating artificial intelligence in oncology: a systematic review.","BMJ oncology","BMJ Oncol","Journal Article","Governance","No",""
"40055071","10.1016/j.urolonc.2025.02.009","Chen F","2025","Molecular testing in urinary cytology specimens: Current status and future directions.","Urologic oncology","Urol Oncol","Journal Article; Review","Governance","No",""
"39953261","10.1007/s10278-025-01438-1","Chen G","2025","Automated Grading of Vesicoureteral Reflux (VUR) Using a Dual-Stream CNN Model with Deep Supervision.","Journal of imaging informatics in medicine","J Imaging Inform Med","Journal Article","Governance","No",""
"40304828","10.1007/s11701-025-02340-2","Chen W","2025","Pioneering AI-guided fluorescence-like navigation in urological surgery: real-time ureter segmentation during robot-assisted radical cystectomy using convolutional neural network.","Journal of robotic surgery","J Robot Surg","Journal Article","Governance","No",""
"41377844","10.3389/frai.2025.1678292","Chen X","2025","Explainable machine learning to predict postoperative ileus after radical cystectomy: an 11-year real-world cohort.","Frontiers in artificial intelligence","Front Artif Intell","Journal Article","Governance","No",""
"41228295","10.3390/cancers17213503","Ciccone V","2025","Improving Early Prostate Cancer Detection Through Artificial Intelligence: Evidence from a Systematic Review.","Cancers","Cancers (Basel)","Journal Article; Review","Governance","No",""
"41117971","10.1007/s00345-025-05978-7","Cinar NB","2025","Evaluation of inflammatory markers in survival analysis of patients undergoing radical cystectomy using machine learning.","World journal of urology","World J Urol","Journal Article","Governance","No",""
"40739973","10.12771/emj.2025.00668","Collins GS","2025","TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods: a Korean translation.","Ewha medical journal","Ewha Med J","Guideline; Journal Article","Governance","No",""
"40698358","10.1016/j.jlb.2025.100310","Crocetto F","2025","Liquid Biopsy: Current advancements in clinical practice for bladder cancer.","The journal of liquid biopsy","J Liq Biopsy","Journal Article; Review","Governance","No",""
"41179687","10.3389/fonc.2025.1656244","Cui Z","2025","CT-based deep learning for preoperative prediction of pathological grading of renal clear cell carcinoma.","Frontiers in oncology","Front Oncol","Journal Article","Governance","No",""
"40901472","10.3389/fimmu.2025.1467357","Dai Q","2025","Tumor associated neutrophils promote prostate cancer progression by mediating neutrophil trap secretion through PSMA1- NF-kappaB-HIF-1alpha signaling axis.","Frontiers in immunology","Front Immunol","Journal Article","Governance","No",""
"41374949","10.3390/cancers17233747","Dorado CQ","2025","Redefining Prostate Cancer Precision: Radiogenomics, Theragnostics, and AI-Driven Biomarkers.","Cancers","Cancers (Basel)","Journal Article; Review","Governance","No",""
"39470660","10.5489/cuaj.8870","Elterman D","2025","Evaluation of proudP A sound-based approach to uroflowmetry.","Canadian Urological Association journal = Journal de l'Association des urologues du Canada","Can Urol Assoc J","Journal Article","Governance","No",""
"40240642","10.1007/s11547-025-02003-0","Engel H","2025","Diagnostic performance of a fully automated AI algorithm for lesion detection and PI-RADS classification in patients with suspected prostate cancer.","La Radiologia medica","Radiol Med","Journal Article","Governance","No",""
"40646490","10.1186/s12911-025-03098-1","Engesser C","2025","Accompanying the prostate cancer patient pathway: evaluation of novel clinical decision support software in patients with early diagnosis of prostate cancer.","BMC medical informatics and decision making","BMC Med Inform Decis Mak","Journal Article","Governance","No",""
"40775975","10.3233/SHTI250957","Fan Z","2025","Predicting Nephrectomy Risk in Patients with Renal Cancer Using Real-World Electronic Health Records.","Studies in health technology and informatics","Stud Health Technol Inform","Journal Article","Governance","No",""
"41113971","10.62347/GLJC3405","Fang H","2025","Prediction of pediatric Wilms tumor recurrence using interpretable machine learning models: insights from a 20-year real-world study and the prognostic value of Ki-67.","American journal of cancer research","Am J Cancer Res","Journal Article","Governance","No",""
"41284104","10.1007/s00345-025-06104-3","Faraj S","2025","Artificial intelligence chatbots vs. YPUC pediatric urologists: performance on a Campbell Walsh urology hypospadiology questionnaire.","World journal of urology","World J Urol","Comparative Study; Journal Article","Governance","No",""
"41079030","10.1016/j.eclinm.2025.103498","Feng X","2025","End-to-end deep learning model for the diagnosis and segmentation of primary retroperitoneal neoplasm: a multicenter cohort study.","EClinicalMedicine","EClinicalMedicine","Journal Article","Governance","No",""
"40712901","10.1016/j.critrevonc.2025.104862","Ferro M","2025","Emerging biomarkers in bladder cancer: Translating molecular advances into precision oncology.","Critical reviews in oncology/hematology","Crit Rev Oncol Hematol","Journal Article; Review","Governance","No",""
"40952146","10.1080/19396368.2025.2551006","Filiponi M","2025","Navigating male infertility through testicular biopsy: outcomes, predictive parameters, and surgical innovation.","Systems biology in reproductive medicine","Syst Biol Reprod Med","Journal Article; Review","Governance","No",""
"40036728","10.1200/CCI-24-00193","Flach RN","2025","Prospective Clinical Implementation of Paige Prostate Detect Artificial Intelligence Assistance in the Detection of Prostate Cancer in Prostate Biopsies: CONFIDENT P Trial Implementation of Artificial Intelligence Assistance in Prostate Cancer Detection.","JCO clinical cancer informatics","JCO Clin Cancer Inform","Journal Article","Governance","Yes","Prostate digital pathology"
"41111869","10.7759/cureus.92571","Frutuoso J","2025","Building a Safe and Transparent Workflow for Large Language Model (LLM)-Assisted Clinical Trials and Prediction Models: A Technical Report.","Cureus","Cureus","Journal Article","Governance","No",""
"41381961","10.1007/s00345-025-06134-x","Gadzhiev N","2025","Smartphone-AI videouroflowmetry evaluation (SAVE study): a concordance study with standard uroflowmetry.","World journal of urology","World J Urol","Journal Article","Governance","No",""
"40418294","10.1007/s11934-025-01276-2","Gavi F","2025","Multiomics in Renal Cell Carcinoma: Current Landscape and Future Directions for Precision Medicine.","Current urology reports","Curr Urol Rep","Journal Article; Review","Governance","No",""
"40830988","10.1186/s40644-025-00916-7","Glemser PA","2025","Improving risk stratification of PI-RADS 3 + 1 lesions of the peripheral zone: expert lexicon of terms, multi-reader performance and contribution of artificial intelligence.","Cancer imaging : the official publication of the International Cancer Imaging Society","Cancer Imaging","Journal Article","Governance","No",""
"41449174","10.1038/s41598-025-32334-x","Goh H","2025","Prostate cancer diagnosis using sensitive and sophisticated machine learning classifiers based on non-invasive urinary RNA biomarkers (PCASSO).","Scientific reports","Sci Rep","Journal Article","Governance","No",""
"41385037","10.1007/s11255-025-04953-w","Grizzi F","2025","Multifactor machine learning models for predicting urinary tract infections: a pilot study.","International urology and nephrology","Int Urol Nephrol","Journal Article","Governance","No",""
"41349639","10.1016/j.fjurol.2025.103062","Gumus K","2025","Evaluating AI chatbots in enuresis nocturna information: A comparative analysis of readability, reliability and quality.","The French journal of urology","Fr J Urol","Journal Article","Governance","No",""
"40158093","10.1186/s12894-025-01740-8","Guo L","2025","Diagnostic performance of advanced large language models in cystoscopy: evidence from a retrospective study and clinical cases.","BMC urology","BMC Urol","Journal Article","Governance","No",""
"40312898","10.4111/icu.20250040","Hacibey I","2025","Assessment of artificial intelligence performance in answering questions on onabotulinum toxin and sacral neuromodulation.","Investigative and clinical urology","Investig Clin Urol","Journal Article","Governance","No",""
"40998194","10.1016/j.canlet.2025.218059","Hammouda K","2025","AI-informed computational pathology classifier predicts outcomes across treatment modalities in muscle-invasive urothelial carcinoma.","Cancer letters","Cancer Lett","Journal Article","Governance","No",""
"41049816","10.1016/j.ajur.2024.09.009","Han F","2025","Optimized graph neural network-multilayer perceptron fusion classifier for metastatic prostate cancer detection in Western and Asian populations.","Asian journal of urology","Asian J Urol","Journal Article","Governance","No",""
"39881216","10.1186/s12885-025-13582-6","Han JH","2025","Fully automated segmentation and classification of renal tumors on CT scans via machine learning.","BMC cancer","BMC Cancer","Journal Article","Governance","No",""
"41039477","10.1186/s12909-025-07965-3","He Y","2025","AI-assisted diagnosis of renal cell carcinoma: educational needs and cognitive assessment based on the WHO classification 2022.","BMC medical education","BMC Med Educ","Journal Article","Governance","No",""
"40627160","10.1007/s00259-025-07426-5","Hein SP","2025","AI lesion tracking in PET/CT imaging: a proposal for a Siamese-based CNN pipeline applied to PSMA PET/CT scans.","European journal of nuclear medicine and molecular imaging","Eur J Nucl Med Mol Imaging","Journal Article","Governance","No",""
"41370833","10.2196/80247","Holst D","2025","Transparent Reporting of AI in Systematic Literature Reviews: Development of the PRISMA-trAIce Checklist.","JMIR AI","JMIR AI","Journal Article","Governance","No",""
"39799356","10.1186/s12909-024-06321-1","Hui Z","2025","Application of ChatGPT-assisted problem-based learning teaching method in clinical medical education.","BMC medical education","BMC Med Educ","Journal Article; Randomized Controlled Trial","Governance","No",""
"40747871","10.1001/jamanetworkopen.2025.30220","Huo B","2025","Reporting Guideline for Chatbot Health Advice Studies: The CHART Statement.","JAMA network open","JAMA Netw Open","Journal Article","Governance","No",""
"41203886","10.1038/s41746-025-02113-z","Huo B","2025","Reporting guidelines for studies involving generative artificial intelligence applications: what do I use, and when?","NPJ digital medicine","NPJ Digit Med","Letter","Governance","No",""
"40377592","","Izmailova A A","2025","[Usage of artificial intelligence in the clinical practice of urologists in observations with renal parenchymal neoplasms].","Urologiia (Moscow, Russia : 1999)","Urologiia","English Abstract; Journal Article","Governance","No",""
"40175990","10.1186/s12894-025-01736-4","Jager A","2025","Development and validation of a framework for registration of whole-mount radical prostatectomy histopathology with three-dimensional transrectal ultrasound.","BMC urology","BMC Urol","Journal Article; Validation Study","Governance","No",""
"39535999","10.1021/acssensors.4c02073","Jian Y","2025","TC-Sniffer: A Transformer-CNN Bibranch Framework Leveraging Auxiliary VOCs for Few-Shot UBC Diagnosis via Electronic Noses.","ACS sensors","ACS Sens","Journal Article; Research Support, Non-U.S. Gov't","Governance","No",""
"40183953","10.1007/s00259-025-07248-5","Jiang J","2025","Interpretable multimodal deep learning model for predicting post-surgical international society of urological pathology grade in primary prostate cancer.","European journal of nuclear medicine and molecular imaging","Eur J Nucl Med Mol Imaging","Journal Article","Governance","No",""
"39804478","10.1007/s00345-024-05423-1","Kaiser P","2025","The interaction of structured data using openEHR and large Language models for clinical decision support in prostate cancer.","World journal of urology","World J Urol","Journal Article","Governance","No",""
"40011809","10.1186/s12880-025-01606-3","Kan HC","2025","Using deep learning to differentiate among histology renal tumor types in computed tomography scans.","BMC medical imaging","BMC Med Imaging","Journal Article","Governance","No",""
"40462792","10.7759/cureus.83389","Kato J","2025","Efficacy, Satisfaction, and Safety of Low-Intensity, Large-Area Shock Wave Therapy With Dual-Probe Energy Delivery for Erectile Dysfunction.","Cureus","Cureus","Journal Article","Governance","No",""
"40940944","10.3390/cancers17172847","Katsimperis S","2025","Single-Port vs. Multi-Port Robotic Surgery in Urologic Oncology: A Comparative Analysis of Current Evidence and Future Directions.","Cancers","Cancers (Basel)","Journal Article; Review","Governance","No",""
"41095855","10.3390/jcm14196775","Katsimperis S","2025","Beyond Da Vinci: Comparative Review of Next-Generation Robotic Platforms in Urologic Surgery.","Journal of clinical medicine","J Clin Med","Journal Article; Review","Governance","No",""
"40706197","10.1016/j.ijmedinf.2025.106046","Kazlouski A","2025","Towards practical federated learning and evaluation for medical prediction models.","International journal of medical informatics","Int J Med Inform","Journal Article","Governance","No",""
"39424499","10.1016/j.jpurol.2024.10.003","Khondker A","2025","AI-PEDURO - Artificial intelligence in pediatric urology: Protocol for a living scoping review and online repository.","Journal of pediatric urology","J Pediatr Urol","Journal Article","Governance","No",""
"39937033","10.4274/dir.2025.243182","Kocak B","2025","Adherence to the Checklist for Artificial Intelligence in Medical Imaging (CLAIM): an umbrella review with a comprehensive two-level analysis.","Diagnostic and interventional radiology (Ankara, Turkey)","Diagn Interv Radiol","Journal Article","Governance","No",""
"39962886","10.1097/MOU.0000000000001268","Koett M","2025","Redefining prostate cancer care: innovations and future directions in active surveillance.","Current opinion in urology","Curr Opin Urol","Journal Article; Review","Governance","No",""
"39871591","10.1093/ejendo/lvae162","Kong J","2025","More than meets the eye: predicting adrenocortical carcinoma outcomes with pathomics.","European journal of endocrinology","Eur J Endocrinol","Journal Article","Governance","No",""
"40923021","10.1136/bmjonc-2025-000891","Kwong JCC","2025","Five years after CONSORT-AI, not much has changed: a call to action for artificial intelligence research in oncology.","BMJ oncology","BMJ Oncol","Editorial","Governance","No",""
"40144691","10.1016/j.eclinm.2025.103146","Lai C","2025","Development and validation of a deep learning-based automated computed tomography image segmentation and diagnostic model for infectious hydronephrosis: a retrospective multicentre cohort study.","EClinicalMedicine","EClinicalMedicine","Journal Article","Governance","No",""
"39909534","10.1136/bmj-2024-081554","Lekadir K","2025","FUTURE-AI: international consensus guideline for trustworthy and deployable artificial intelligence in healthcare.","BMJ (Clinical research ed.)","BMJ","Journal Article","Governance","No",""
"40790928","10.1002/mp.18025","Lenfant L","2025","Defining ground truth for prostate segmentation of transrectal ultrasound images: Inter- and intra-observer variability of manual versus semi-automatic methods.","Medical physics","Med Phys","Comparative Study; Journal Article","Governance","No",""
"41035662","10.3389/fonc.2025.1559887","Li T","2025","Machine learning-based analysis identifies glucose metabolism-related genes ADPGK as potential diagnostic biomarkers for clear cell renal cell carcinoma.","Frontiers in oncology","Front Oncol","Journal Article","Governance","No",""
"40380110","10.1186/s12880-025-01715-z","Li X","2025","A CT-based intratumoral and peritumoral radiomics nomogram for postoperative recurrence risk stratification in localized clear cell renal cell carcinoma.","BMC medical imaging","BMC Med Imaging","Journal Article; Multicenter Study; Randomized Controlled Trial","Governance","No",""
"40148907","10.1186/s40001-025-02480-z","Liu K","2025","Detection of sperm DNA damage in male infertility patients and evaluation of Levocarnitine efficacy using sperm chromatin diffusion (SCD) and AI-DFI methods: a cross-sectional study.","European journal of medical research","Eur J Med Res","Journal Article","Governance","No",""
"41114364","10.3389/fonc.2025.1661695","Liu Z","2025","Interpretable machine learning models based on multi-dimensional fusion data for predicting positive surgical margins in robot-assisted radical prostatectomy: a retrospective study.","Frontiers in oncology","Front Oncol","Journal Article","Governance","No",""
"39935008","10.2196/57231","Lopes J","2025","Enhancing Surgery Scheduling in Health Care Settings With Metaheuristic Optimization Models: Algorithm Validation Study.","JMIR medical informatics","JMIR Med Inform","Journal Article; Validation Study","Governance","No",""
"40587587","10.3791/68083","Lough L","2025","Detection and Isolation of Cancer in Prostate Biopsies Using Stimulated Raman Histology and Artificial Intelligence.","Journal of visualized experiments : JoVE","J Vis Exp","Journal Article; Video-Audio Media","Governance","No",""
"41004321","10.2196/72412","Luo X","2025","Using Large Language Models to Assess the Consistency of Randomized Controlled Trials on AI Interventions With CONSORT-AI: Cross-Sectional Survey.","Journal of medical Internet research","J Med Internet Res","Journal Article","Governance","No",""
"41121083","10.1186/s12885-025-14828-z","Maroto JP","2025","Real-world evidence in localized and locally advanced prostate cancer: applying artificial intelligence to electronic health records.","BMC cancer","BMC Cancer","Journal Article","Governance","No",""
"40448800","10.1007/s11548-025-03383-4","Mezzina M","2025","Surgeons versus computer vision: a comparative analysis on surgical phase recognition capabilities.","International journal of computer assisted radiology and surgery","Int J Comput Assist Radiol Surg","Comparative Study; Journal Article","Governance","No",""
"41024245","10.1186/s40644-025-00938-1","Min K","2025","Precision medicine in prostate cancer: individualized treatment through radiomics, genomics, and biomarkers.","Cancer imaging : the official publication of the International Cancer Imaging Society","Cancer Imaging","Journal Article; Review","Governance","No",""
"40623883","10.1136/bmjopen-2024-097591","Mulliqi N","2025","Development and retrospective validation of an artificial intelligence system for diagnostic assessment of prostate biopsies: study protocol.","BMJ open","BMJ Open","Journal Article; Validation Study","Governance","No",""
"39853655","10.1007/s13304-025-02106-3","Nabata KJ","2025","Evaluating human ability to distinguish between ChatGPT-generated and original scientific abstracts.","Updates in surgery","Updates Surg","Journal Article; Observational Study","Governance","No",""
"41262209","10.1049/htl2.70026","Naderian S","2025","A Systematic Review of Artificial Intelligence-Based Clinical Decision Support Systems in Prostate Cancer Management.","Healthcare technology letters","Healthc Technol Lett","Journal Article; Review","Governance","No",""
"40067913","10.1097/UPJ.0000000000000808","Nazzal EM","2025","Use and Usefulness of Risk Prediction Tools in Urologic Surgery: Current State and Path Forward.","Urology practice","Urol Pract","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Governance","No",""
"40854776","10.3760/cma.j.cn112338-20241105-00692","Niu B","2025","[Interpretation of the Updated Guidance for Reporting Clinical Prediction Models that Use Regression or Machine Learning Methods].","Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","Zhonghua Liu Xing Bing Xue Za Zhi","English Abstract; Journal Article","Governance","No",""
"41384684","10.1002/nau.70178","Ockrim J","2025","What Evidence Do We Need From Objective and Subjective Outcomes in Order to Recommend Specific Operative Procedures for Men to Relieve BPO and Women With SUI? ICI-RS 2025.","Neurourology and urodynamics","Neurourol Urodyn","Journal Article; Review","Governance","No",""
"40887115","10.1136/bmjopen-2024-090422","Ofagbor O","2025","Utilisation of artificial intelligence to enhance the detection rates of renal cancer on cross-sectional imaging: protocol for a systematic review and meta-analysis.","BMJ open","BMJ Open","Journal Article","Governance","No",""
"40282460","10.3390/cancers17081283","Oyaert M","2025","Novel Urinary Biomarkers for the Detection of Bladder Cancer.","Cancers","Cancers (Basel)","Journal Article; Review","Governance","No",""
"41322957","10.1016/j.euros.2025.10.022","Ozkan A","2025","Validation of Artificial Intelligence-enhanced Stimulated Raman Histopathology for Intraoperative Margin Assessment During Robot-assisted Radical Prostatectomy: Preliminary Results from the ROBOSPEC Study.","European urology open science","Eur Urol Open Sci","Journal Article","Governance","No",""
"41278054","10.7759/cureus.97486","Patel T","2025","From Pen to Portal: Using Artificial Intelligence to Evaluate the Impact of Electronic Patient Information and Communication (EPIC) on the Quality of Urology Clinic Letters at a Major London Hospital.","Cureus","Cureus","Journal Article","Governance","No",""
"41202191","10.1200/CCI-25-00086","Persily J","2025","Development, External Validation, and Deployment of RFAN-ML: A Machine Learning Model to Estimate Renal Function After Nephrectomy.","JCO clinical cancer informatics","JCO Clin Cancer Inform","Journal Article; Validation Study","Governance","No",""
"40379137","10.1016/j.idnow.2025.105090","Pinto A","2025","Evaluating the impact of artificial intelligence in antimicrobial stewardship: a comparative meta-analysis with traditional risk scoring systems.","Infectious diseases now","Infect Dis Now","Comparative Study; Journal Article; Meta-Analysis; Systematic Review","Governance","No",""
"38871841","10.1038/s41391-024-00847-7","Puerto Nino AK","2025","Can ChatGPT provide high-quality patient information on male lower urinary tract symptoms suggestive of benign prostate enlargement?","Prostate cancer and prostatic diseases","Prostate Cancer Prostatic Dis","Journal Article","Governance","No",""
